"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 10:40:03 GMT 2024","Sun Jan 14 10:40:03 GMT 2024","0","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 10:39:57 GMT 2024","Sun Jan 14 10:39:57 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:40:02 GMT 2024","Sun Jan 14 10:40:02 GMT 2024","0","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:59 GMT 2024","Sun Jan 14 10:39:59 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"broken","Sun Jan 14 10:39:58 GMT 2024","Sun Jan 14 10:39:58 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"broken","Sun Jan 14 10:39:53 GMT 2024","Sun Jan 14 10:39:53 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:40:01 GMT 2024","Sun Jan 14 10:40:01 GMT 2024","0","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:40:01 GMT 2024","Sun Jan 14 10:40:01 GMT 2024","0","test","test_homework3","TestHootel","","","test_hotel_description",""
"broken","Sun Jan 14 10:39:55 GMT 2024","Sun Jan 14 10:39:55 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"broken","Sun Jan 14 10:40:00 GMT 2024","Sun Jan 14 10:40:00 GMT 2024","0","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:39:59 GMT 2024","Sun Jan 14 10:39:59 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:39:55 GMT 2024","Sun Jan 14 10:39:55 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 10:39:56 GMT 2024","Sun Jan 14 10:39:56 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:57 GMT 2024","Sun Jan 14 10:39:57 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
