"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 09:43:06 GMT 2024","Sun Jan 14 09:43:06 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"broken","Sun Jan 14 09:42:58 GMT 2024","Sun Jan 14 09:42:58 GMT 2024","0","test","gyakorlás1_test","","","","test_guest_number_input",""
"broken","Sun Jan 14 09:43:04 GMT 2024","Sun Jan 14 09:43:04 GMT 2024","0","test","homework3_test","","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 09:43:13 GMT 2024","Sun Jan 14 09:43:13 GMT 2024","130","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:01 GMT 2024","Sun Jan 14 09:43:01 GMT 2024","0","test","gyakorlás1_test","","","","test_login_and_logout",""
"broken","Sun Jan 14 09:43:07 GMT 2024","Sun Jan 14 09:43:07 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"passed","Sun Jan 14 09:43:19 GMT 2024","Sun Jan 14 09:43:20 GMT 2024","1146","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 09:43:02 GMT 2024","Sun Jan 14 09:43:02 GMT 2024","0","test","gyakorlás1_test","","","","test_list_task",""
"broken","Sun Jan 14 09:43:05 GMT 2024","Sun Jan 14 09:43:05 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:00 GMT 2024","Sun Jan 14 09:43:00 GMT 2024","0","test","gyakorlás1_test","","","","test_user_inputs",""
"broken","Sun Jan 14 09:43:02 GMT 2024","Sun Jan 14 09:43:02 GMT 2024","0","test","gyakorlás_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:04 GMT 2024","Sun Jan 14 09:43:04 GMT 2024","0","test","homework3_test","","","","test_hotel_description",""
"broken","Sun Jan 14 09:43:03 GMT 2024","Sun Jan 14 09:43:03 GMT 2024","0","test","gyakorlás_test","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 09:43:16 GMT 2024","Sun Jan 14 09:43:16 GMT 2024","24","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
