"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 11:07:49 GMT 2024","Sun Jan 14 11:07:50 GMT 2024","765","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 11:07:26 GMT 2024","Sun Jan 14 11:07:26 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 11:07:18 GMT 2024","Sun Jan 14 11:07:19 GMT 2024","817","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 11:07:26 GMT 2024","Sun Jan 14 11:07:26 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Sun Jan 14 11:07:25 GMT 2024","Sun Jan 14 11:07:26 GMT 2024","978","test","hotel_test","TestHotel","","","test_booking",""
"passed","Sun Jan 14 11:07:46 GMT 2024","Sun Jan 14 11:07:46 GMT 2024","815","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 11:07:32 GMT 2024","Sun Jan 14 11:07:32 GMT 2024","73","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"broken","Sun Jan 14 11:07:43 GMT 2024","Sun Jan 14 11:07:43 GMT 2024","0","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 11:07:37 GMT 2024","Sun Jan 14 11:07:42 GMT 2024","5167","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Sun Jan 14 11:07:21 GMT 2024","Sun Jan 14 11:07:22 GMT 2024","1102","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Sun Jan 14 11:07:29 GMT 2024","Sun Jan 14 11:07:29 GMT 2024","73","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 11:07:42 GMT 2024","Sun Jan 14 11:07:42 GMT 2024","0","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"passed","Sun Jan 14 11:07:52 GMT 2024","Sun Jan 14 11:07:53 GMT 2024","1059","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 11:07:34 GMT 2024","Sun Jan 14 11:07:34 GMT 2024","1","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
