"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 10:05:24 GMT 2024","Sun Jan 14 10:05:24 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 10:05:39 GMT 2024","Sun Jan 14 10:05:44 GMT 2024","4443","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"passed","Sun Jan 14 10:05:27 GMT 2024","Sun Jan 14 10:05:27 GMT 2024","75","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:05:46 GMT 2024","Sun Jan 14 10:05:47 GMT 2024","1014","test","test_homework3","TestHootel","","","test_hotel_description",""
"broken","Sun Jan 14 10:05:18 GMT 2024","Sun Jan 14 10:05:18 GMT 2024","59","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:32 GMT 2024","Sun Jan 14 10:05:32 GMT 2024","13","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:05:49 GMT 2024","Sun Jan 14 10:05:49 GMT 2024","22","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:34 GMT 2024","Sun Jan 14 10:05:37 GMT 2024","3102","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"broken","Sun Jan 14 10:05:51 GMT 2024","Sun Jan 14 10:05:51 GMT 2024","22","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:24 GMT 2024","Sun Jan 14 10:05:24 GMT 2024","23","test","hotel_test","TestHotel","","","test_booking",""
"passed","Sun Jan 14 10:05:54 GMT 2024","Sun Jan 14 10:05:55 GMT 2024","1060","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 10:05:24 GMT 2024","Sun Jan 14 10:05:24 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Sun Jan 14 10:05:29 GMT 2024","Sun Jan 14 10:05:29 GMT 2024","76","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"passed","Sun Jan 14 10:05:20 GMT 2024","Sun Jan 14 10:05:21 GMT 2024","1107","test","hootel1_test","TestHootel","","","test_navigation",""
