"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 10:40:05 GMT 2024","Sun Jan 14 10:40:06 GMT 2024","1061","test","test_hootel","TestHootel","","","test_hotel_list",""
"passed","Sun Jan 14 10:39:30 GMT 2024","Sun Jan 14 10:39:30 GMT 2024","83","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"passed","Sun Jan 14 10:39:40 GMT 2024","Sun Jan 14 10:39:45 GMT 2024","5173","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"broken","Sun Jan 14 10:39:37 GMT 2024","Sun Jan 14 10:39:37 GMT 2024","25","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:39:24 GMT 2024","Sun Jan 14 10:39:24 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 10:39:55 GMT 2024","Sun Jan 14 10:39:56 GMT 2024","1014","test","test_homework3","TestHootel","","","test_hotel_description",""
"broken","Sun Jan 14 10:39:59 GMT 2024","Sun Jan 14 10:39:59 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:25 GMT 2024","Sun Jan 14 10:39:25 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:22 GMT 2024","Sun Jan 14 10:39:22 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 10:39:48 GMT 2024","Sun Jan 14 10:39:52 GMT 2024","4463","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:39:24 GMT 2024","Sun Jan 14 10:39:24 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"broken","Sun Jan 14 10:39:26 GMT 2024","Sun Jan 14 10:39:26 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Sun Jan 14 10:39:33 GMT 2024","Sun Jan 14 10:39:34 GMT 2024","76","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"broken","Sun Jan 14 10:40:02 GMT 2024","Sun Jan 14 10:40:02 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
