"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 08:31:38 GMT 2024","Fri Jul 26 08:31:39 GMT 2024","748","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Fri Jul 26 08:31:36 GMT 2024","Fri Jul 26 08:31:37 GMT 2024","810","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Fri Jul 26 08:31:13 GMT 2024","Fri Jul 26 08:31:13 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Fri Jul 26 08:31:14 GMT 2024","Fri Jul 26 08:31:14 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Fri Jul 26 08:31:12 GMT 2024","Fri Jul 26 08:31:13 GMT 2024","974","test","hotel_test","TestHotel","","","test_booking",""
"broken","Fri Jul 26 08:31:33 GMT 2024","Fri Jul 26 08:31:34 GMT 2024","1016","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Fri Jul 26 08:31:40 GMT 2024","Fri Jul 26 08:31:41 GMT 2024","1060","test","test_hootel","TestHootel","","","test_hotel_list",""
"passed","Fri Jul 26 08:31:10 GMT 2024","Fri Jul 26 08:31:11 GMT 2024","1098","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Fri Jul 26 08:31:18 GMT 2024","Fri Jul 26 08:31:20 GMT 2024","1813","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"passed","Fri Jul 26 08:31:16 GMT 2024","Fri Jul 26 08:31:17 GMT 2024","72","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"passed","Fri Jul 26 08:31:08 GMT 2024","Fri Jul 26 08:31:08 GMT 2024","858","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Fri Jul 26 08:31:28 GMT 2024","Fri Jul 26 08:31:32 GMT 2024","4445","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"passed","Fri Jul 26 08:31:21 GMT 2024","Fri Jul 26 08:31:26 GMT 2024","5167","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Fri Jul 26 08:31:15 GMT 2024","Fri Jul 26 08:31:15 GMT 2024","72","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
