"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 11:19:00 GMT 2024","Sun Jan 14 11:19:02 GMT 2024","1840","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"passed","Sun Jan 14 11:18:58 GMT 2024","Sun Jan 14 11:18:58 GMT 2024","76","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"passed","Sun Jan 14 11:19:21 GMT 2024","Sun Jan 14 11:19:22 GMT 2024","821","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 11:18:52 GMT 2024","Sun Jan 14 11:18:52 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 11:19:18 GMT 2024","Sun Jan 14 11:19:19 GMT 2024","1013","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 11:18:47 GMT 2024","Sun Jan 14 11:18:49 GMT 2024","1108","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Sun Jan 14 11:19:04 GMT 2024","Sun Jan 14 11:19:10 GMT 2024","5170","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Sun Jan 14 11:19:12 GMT 2024","Sun Jan 14 11:19:16 GMT 2024","4455","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"passed","Sun Jan 14 11:19:27 GMT 2024","Sun Jan 14 11:19:28 GMT 2024","1060","test","test_hootel","TestHootel","","","test_hotel_list",""
"passed","Sun Jan 14 11:18:44 GMT 2024","Sun Jan 14 11:18:45 GMT 2024","973","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 11:19:24 GMT 2024","Sun Jan 14 11:19:25 GMT 2024","768","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 11:18:53 GMT 2024","Sun Jan 14 11:18:53 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Sun Jan 14 11:18:51 GMT 2024","Sun Jan 14 11:18:52 GMT 2024","1012","test","hotel_test","TestHotel","","","test_booking",""
"passed","Sun Jan 14 11:18:56 GMT 2024","Sun Jan 14 11:18:56 GMT 2024","73","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
