"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 09:42:43 GMT 2024","Sun Jan 14 09:42:43 GMT 2024","26","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:42:33 GMT 2024","Sun Jan 14 09:42:33 GMT 2024","0","test","gyakorlás1_test","","","","test_guest_number_input",""
"broken","Sun Jan 14 09:42:34 GMT 2024","Sun Jan 14 09:42:34 GMT 2024","0","test","gyakorlás1_test","","","","test_user_inputs",""
"broken","Sun Jan 14 09:42:39 GMT 2024","Sun Jan 14 09:42:39 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 09:42:36 GMT 2024","Sun Jan 14 09:42:36 GMT 2024","0","test","gyakorlás_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:42:34 GMT 2024","Sun Jan 14 09:42:34 GMT 2024","0","test","gyakorlás1_test","","","","test_login_and_logout",""
"broken","Sun Jan 14 09:42:46 GMT 2024","Sun Jan 14 09:42:46 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:42:35 GMT 2024","Sun Jan 14 09:42:35 GMT 2024","0","test","gyakorlás1_test","","","","test_list_task",""
"broken","Sun Jan 14 09:42:38 GMT 2024","Sun Jan 14 09:42:38 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Sun Jan 14 09:42:49 GMT 2024","Sun Jan 14 09:42:51 GMT 2024","1064","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 09:42:37 GMT 2024","Sun Jan 14 09:42:37 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:42:37 GMT 2024","Sun Jan 14 09:42:37 GMT 2024","0","test","gyakorlás_test","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
