"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 13:12:09 GMT 2024","Sun Jan 14 13:12:10 GMT 2024","820","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 13:11:44 GMT 2024","Sun Jan 14 13:11:44 GMT 2024","74","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"passed","Sun Jan 14 13:11:36 GMT 2024","Sun Jan 14 13:11:37 GMT 2024","1081","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 13:12:05 GMT 2024","Sun Jan 14 13:12:06 GMT 2024","1013","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 13:11:42 GMT 2024","Sun Jan 14 13:11:42 GMT 2024","73","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 13:11:37 GMT 2024","Sun Jan 14 13:11:37 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 13:11:51 GMT 2024","Sun Jan 14 13:11:56 GMT 2024","5170","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Sun Jan 14 13:11:59 GMT 2024","Sun Jan 14 13:12:03 GMT 2024","4469","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"passed","Sun Jan 14 13:11:47 GMT 2024","Sun Jan 14 13:11:49 GMT 2024","1835","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"passed","Sun Jan 14 13:11:29 GMT 2024","Sun Jan 14 13:11:30 GMT 2024","1544","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 13:12:12 GMT 2024","Sun Jan 14 13:12:13 GMT 2024","758","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"passed","Sun Jan 14 13:12:15 GMT 2024","Sun Jan 14 13:12:16 GMT 2024","1060","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 13:11:39 GMT 2024","Sun Jan 14 13:11:39 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"passed","Sun Jan 14 13:11:33 GMT 2024","Sun Jan 14 13:11:34 GMT 2024","1109","test","hootel1_test","TestHootel","","","test_navigation",""
