"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 10:39:44 GMT 2024","Sun Jan 14 10:39:44 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:39:51 GMT 2024","Sun Jan 14 10:39:51 GMT 2024","22","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:41 GMT 2024","Sun Jan 14 10:39:41 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 10:39:46 GMT 2024","Sun Jan 14 10:39:46 GMT 2024","0","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 10:39:53 GMT 2024","Sun Jan 14 10:39:54 GMT 2024","1061","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 10:39:43 GMT 2024","Sun Jan 14 10:39:43 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"broken","Sun Jan 14 10:39:44 GMT 2024","Sun Jan 14 10:39:44 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"broken","Sun Jan 14 10:39:49 GMT 2024","Sun Jan 14 10:39:49 GMT 2024","26","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:40 GMT 2024","Sun Jan 14 10:39:40 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 10:39:41 GMT 2024","Sun Jan 14 10:39:41 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:45 GMT 2024","Sun Jan 14 10:39:45 GMT 2024","0","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:39:38 GMT 2024","Sun Jan 14 10:39:38 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:39:42 GMT 2024","Sun Jan 14 10:39:42 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:39:39 GMT 2024","Sun Jan 14 10:39:39 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
