"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 10:33:29 GMT 2024","Sun Jan 14 10:33:29 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:33:39 GMT 2024","Sun Jan 14 10:33:40 GMT 2024","1013","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 10:33:33 GMT 2024","Sun Jan 14 10:33:37 GMT 2024","4440","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:33:26 GMT 2024","Sun Jan 14 10:33:26 GMT 2024","22","test","hotel_test","TestHotel","","","test_booking",""
"passed","Sun Jan 14 10:33:23 GMT 2024","Sun Jan 14 10:33:24 GMT 2024","1102","test","hootel1_test","TestHootel","","","test_navigation",""
"broken","Sun Jan 14 10:33:27 GMT 2024","Sun Jan 14 10:33:27 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 10:33:45 GMT 2024","Sun Jan 14 10:33:45 GMT 2024","22","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:33:28 GMT 2024","Sun Jan 14 10:33:28 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:33:26 GMT 2024","Sun Jan 14 10:33:26 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:33:20 GMT 2024","Sun Jan 14 10:33:20 GMT 2024","24","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:33:30 GMT 2024","Sun Jan 14 10:33:30 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Sun Jan 14 10:33:48 GMT 2024","Sun Jan 14 10:33:49 GMT 2024","1059","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 10:33:28 GMT 2024","Sun Jan 14 10:33:28 GMT 2024","0","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"broken","Sun Jan 14 10:33:43 GMT 2024","Sun Jan 14 10:33:43 GMT 2024","22","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
