"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 09:43:47 GMT 2024","Sun Jan 14 09:43:47 GMT 2024","0","test","test_gyakorlás1","","","","test_login_and_logout",""
"broken","Sun Jan 14 09:43:54 GMT 2024","Sun Jan 14 09:43:54 GMT 2024","95","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:43 GMT 2024","Sun Jan 14 09:43:43 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 09:43:42 GMT 2024","Sun Jan 14 09:43:42 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:41 GMT 2024","Sun Jan 14 09:43:41 GMT 2024","0","test","homework3_test","","","","test_hotel_description",""
"passed","Sun Jan 14 09:43:58 GMT 2024","Sun Jan 14 09:43:59 GMT 2024","1134","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 09:43:43 GMT 2024","Sun Jan 14 09:43:43 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"broken","Sun Jan 14 09:43:45 GMT 2024","Sun Jan 14 09:43:45 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 09:43:56 GMT 2024","Sun Jan 14 09:43:56 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:48 GMT 2024","Sun Jan 14 09:43:48 GMT 2024","0","test","test_gyakorlás1","","","","test_list_task",""
"broken","Sun Jan 14 09:43:35 GMT 2024","Sun Jan 14 09:43:35 GMT 2024","0","test","homework3_test","","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 09:43:46 GMT 2024","Sun Jan 14 09:43:46 GMT 2024","0","test","test_gyakorlás1","","","","test_guest_number_input",""
"broken","Sun Jan 14 09:43:44 GMT 2024","Sun Jan 14 09:43:44 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 09:43:46 GMT 2024","Sun Jan 14 09:43:46 GMT 2024","0","test","test_gyakorlás1","","","","test_user_inputs",""
