"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 10:03:39 GMT 2024","Sun Jan 14 10:03:39 GMT 2024","79","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:03:34 GMT 2024","Sun Jan 14 10:03:34 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:03:32 GMT 2024","Sun Jan 14 10:03:32 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:04:05 GMT 2024","Sun Jan 14 10:04:05 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:03:59 GMT 2024","Sun Jan 14 10:04:00 GMT 2024","1013","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 10:03:41 GMT 2024","Sun Jan 14 10:03:42 GMT 2024","77","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
"passed","Sun Jan 14 10:03:52 GMT 2024","Sun Jan 14 10:03:56 GMT 2024","4458","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:03:46 GMT 2024","Sun Jan 14 10:03:49 GMT 2024","3109","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"broken","Sun Jan 14 10:03:44 GMT 2024","Sun Jan 14 10:03:44 GMT 2024","13","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:03:33 GMT 2024","Sun Jan 14 10:03:33 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Sun Jan 14 10:04:07 GMT 2024","Sun Jan 14 10:04:08 GMT 2024","1060","test","test_hootel","TestHootel","","","test_hotel_list",""
"broken","Sun Jan 14 10:03:34 GMT 2024","Sun Jan 14 10:03:34 GMT 2024","0","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 10:03:35 GMT 2024","Sun Jan 14 10:03:35 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 10:04:02 GMT 2024","Sun Jan 14 10:04:02 GMT 2024","24","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
