"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 10:05:08 GMT 2024","Sun Jan 14 10:05:08 GMT 2024","0","test","test_gyakorlás","TestHootel","","","test_booking_one_day[hogap65094@zamaneta.com-1234]",""
"broken","Sun Jan 14 10:05:21 GMT 2024","Sun Jan 14 10:05:24 GMT 2024","3106","test","test_gyakorlás1","TestHootel","","","test_list_task",""
"passed","Sun Jan 14 10:05:45 GMT 2024","Sun Jan 14 10:05:46 GMT 2024","1059","test","test_hootel","TestHootel","","","test_hotel_list",""
"passed","Sun Jan 14 10:05:27 GMT 2024","Sun Jan 14 10:05:32 GMT 2024","4449","test","test_homework3","TestHootel","","","test_checkbox_and_navigation",""
"broken","Sun Jan 14 10:05:02 GMT 2024","Sun Jan 14 10:05:02 GMT 2024","0","test","hootel1_test","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:07 GMT 2024","Sun Jan 14 10:05:07 GMT 2024","28","test","hotel_test","TestHotel","","","test_booking",""
"broken","Sun Jan 14 10:05:35 GMT 2024","Sun Jan 14 10:05:36 GMT 2024","1013","test","test_homework3","TestHootel","","","test_hotel_description",""
"passed","Sun Jan 14 10:05:12 GMT 2024","Sun Jan 14 10:05:12 GMT 2024","77","test","test_gyakorlás1","TestHootel","","","test_guest_number_input",""
"broken","Sun Jan 14 10:05:07 GMT 2024","Sun Jan 14 10:05:07 GMT 2024","0","test","test_gyakorlás","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:39 GMT 2024","Sun Jan 14 10:05:39 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:42 GMT 2024","Sun Jan 14 10:05:42 GMT 2024","23","test","test_hootel","TestHootel","","","Hootel Login","A belépés tesztelése"
"broken","Sun Jan 14 10:05:18 GMT 2024","Sun Jan 14 10:05:18 GMT 2024","14","test","test_gyakorlás1","TestHootel","","","test_login_and_logout",""
"broken","Sun Jan 14 10:05:03 GMT 2024","Sun Jan 14 10:05:03 GMT 2024","0","test","hootel1_test","TestHootel","","","test_navigation",""
"passed","Sun Jan 14 10:05:15 GMT 2024","Sun Jan 14 10:05:15 GMT 2024","75","test","test_gyakorlás1","TestHootel","","","test_user_inputs",""
